"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP1wt_rep1"	"IGF2BP1wt_rep2"	"IGF2BP1R167C_rep1"	"IGF2BP1R167C_rep2"	"IGF2BP1R167H_rep1"	"IGF2BP1R167H_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr5"	55937496	55937504	"IGF2BP1R168H"	"-"	19.78666667	17.348	20.33	12.94	20.6	9.445	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"3UTR"
"chr5"	55938554	55938562	"IGF2BP1wt"	"-"	5.975	3.873333333	0.16	4.8275	1.18	4.72	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"3UTR"
"chr5"	55939468	55939476	"IGF2BP1wt"	"-"	11.17	16.84	11.556	6.734	7.02	10.99333333	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"3UTR"
"chr5"	55941266	55941274	"IGF2BP1R168C"	"-"	6.565	7.544	12.996	7.9	9.508	3.405	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"CDS"
"chr5"	55941704	55941714	"IGF2BP1R168C,IGF2BP1R168H"	"-"	25.44285714	25.3325	15.78857143	21.90875	10.90222222	16.89	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"CDS"
"chr5"	55954852	55954860	"IGF2BP1wt"	"-"	9.372	6.075	4.94	9.424	2.393333333	4.925	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"CDS"
"chr5"	55956111	55956119	"IGF2BP1R168C"	"-"	26.66	11.11333333	14.75	22.35166667	0	1.638	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"CDS"
"chr5"	55957238	55957247	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	7.428	21.232	3.705	26.95	6.811111111	9.3	"ENSG00000134352.20"	"IL6ST"	"protein_coding"	"CDS"
"chr5"	56859864	56859872	"IGF2BP1R168C"	"+"	1.1	1.1	7.38	9.17	4.18	0.925	"ENSG00000095015.6"	"MAP3K1"	"protein_coding"	"CDS"
"chr5"	56865863	56865871	"IGF2BP1wt"	"+"	7.488	10.176	0.53	6.3125	3	9.676666667	"ENSG00000095015.6"	"MAP3K1"	"protein_coding"	"CDS"
"chr5"	56872927	56872935	"IGF2BP1wt"	"+"	9.126666667	7.96	0	6.99	0.06	5.383333333	"ENSG00000095015.6"	"MAP3K1"	"protein_coding"	"CDS"
"chr5"	56883652	56883666	"IGF2BP1R168C,IGF2BP1R168H"	"+"	18.4	6.388	6.71	10.715	10	7.342	"ENSG00000095015.6"	"MAP3K1"	"protein_coding"	"CDS"
"chr5"	56895580	56895588	"IGF2BP1wt"	"+"	13.72	15.19	8.67	13.3525	10	4.815	"ENSG00000095015.6"	"MAP3K1"	"protein_coding"	"3UTR"
"chr5"	57176040	57176048	"IGF2BP1R168C"	"+"	0	4.493333333	7.22	9.8975	0	1.885	"ENSG00000062194.16"	"GPBP1"	"protein_coding"	"5UTR"
"chr5"	57231242	57231250	"IGF2BP1R168C"	"+"	9.4	0.92	9.708	14.056	7	7.91	"ENSG00000062194.16"	"GPBP1"	"protein_coding"	"CDS"
"chr5"	57250970	57250981	"IGF2BP1R168C,IGF2BP1wt"	"+"	10.72	9.475	5.18	12.132	0	0.14	"ENSG00000062194.16"	"GPBP1"	"protein_coding"	"CDS"
"chr5"	60597319	60597327	"IGF2BP1R168C"	"-"	4.73	10.384	12.64	9.94	3.815	0.0975	"ENSG00000035499.13"	"DEPDC1B"	"protein_coding"	"3UTR"
"chr5"	61161117	61161125	"IGF2BP1R168C"	"-"	2.78	18.88	5.34	12.658	2.513333333	0.195	"ENSG00000188725.8"	"SMIM15"	"protein_coding"	"5UTR"
"chr5"	62381141	62381149	"IGF2BP1R168C"	"+"	6.403333333	0.45	6.825	4.988	3.465714286	16.98571429	"ENSG00000068796.19"	"KIF2A"	"protein_coding"	"CDS"
"chr5"	62443032	62443040	"IGF2BP1wt"	"+"	15.34	7.104	3.176	0.12	0	0	"ENSG00000086200.17"	"IPO11"	"protein_coding"	"CDS"
"chr5"	65518412	65518420	"IGF2BP1wt"	"-"	15.4	14.04666667	13.6	6.54	6	6.063333333	"ENSG00000123219.13"	"CENPK"	"protein_coding"	"3UTR"
"chr5"	65781377	65781385	"IGF2BP1R168H"	"+"	8.892	18.96	3.833333333	9.064	10.436	8.238	"ENSG00000123213.23"	"NLN"	"protein_coding"	"CDS"
"chr5"	66178850	66178858	"IGF2BP1wt"	"+"	7.352	7.884	4.815	2.8075	0.5733333333	2.92	"ENSG00000153914.16"	"SREK1"	"protein_coding"	"CDS"
"chr5"	66179500	66179508	"IGF2BP1wt"	"+"	9.706666667	8.575	8.16	8.175	5.5	2.14	"ENSG00000153914.16"	"SREK1"	"protein_coding"	"3UTR"
"chr5"	69168198	69168210	"IGF2BP1R168C,IGF2BP1R168H"	"+"	14.80571429	3.805714286	13.2975	26.11857143	6.525714286	4.755714286	"ENSG00000134057.15"	"CCNB1"	"protein_coding"	"CDS"
"chr5"	69175021	69175030	"IGF2BP1R168C,IGF2BP1wt"	"+"	25.4175	27.57428571	19.92285714	30.15125	18.884	5.957142857	"ENSG00000134057.15"	"CCNB1"	"protein_coding"	"CDS"
"chr5"	69175514	69175522	"IGF2BP1R168C"	"+"	23.14	14.98	29.51142857	15.54875	0	16.64	"ENSG00000134057.15"	"CCNB1"	"protein_coding"	"CDS"
"chr5"	69177244	69177257	"IGF2BP1R168C,IGF2BP1wt"	"+"	43.25636455	50.86250375	27.96	55.991002	0.415	0.8022222222	"ENSG00000134057.15"	"CCNB1"	"protein_coding"	"CDS"
"chr5"	69177524	69177540	"IGF2BP1R168C,IGF2BP1wt"	"+"	5.111111111	20.79	5.652	9.259	1.133333333	0	"ENSG00000134057.15"	"CCNB1"	"protein_coding"	"CDS"
"chr5"	69194680	69194688	"IGF2BP1R168C"	"+"	9.5	8.66	9.42	7.768571429	8.513333333	2.102	"ENSG00000153044.10"	"CENPH"	"protein_coding"	"CDS"
"chr5"	69197068	69197076	"IGF2BP1R168C"	"+"	1.3	5.02	11.568	11.2375	1.726666667	5.74	"ENSG00000153044.10"	"CENPH"	"protein_coding"	"CDS"
"chr5"	69209832	69209847	"IGF2BP1R168C,IGF2BP1wt"	"+"	17.58857143	12.555	9.21	10.28714286	14.07714286	6.926	"ENSG00000153044.10"	"CENPH"	"protein_coding"	"3UTR"
"chr5"	71635166	71635174	"IGF2BP1R168C"	"+"	14.29333333	1.56	26.12	21.6925	11.72	4.413333333	"ENSG00000131844.16"	"MCCC2"	"protein_coding"	"CDS"
"chr5"	71656888	71656896	"IGF2BP1R168C"	"+"	19.03142857	28.0875	15.63428571	15.59375	8.643333333	16.86	"ENSG00000131844.16"	"MCCC2"	"protein_coding"	"3UTR"
"chr5"	71657134	71657142	"IGF2BP1R168C"	"+"	13.92	19.296	7.692	19.60333333	0.79	3.165	"ENSG00000131844.16"	"MCCC2"	"protein_coding"	"3UTR"
"chr5"	72199480	72199488	"IGF2BP1R168C"	"+"	14.93333333	6.86	11.22	11.99	1	2.675	"ENSG00000131711.15"	"MAP1B"	"protein_coding"	"CDS"
"chr5"	72220871	72220879	"IGF2BP1R168C"	"-"	0.945	0	5.928	6.53	1.24	0	"ENSG00000113048.17"	"MRPS27"	"protein_coding"	"3UTR"
"chr5"	72851278	72851286	"IGF2BP1R168C,IGF2BP1wt"	"+"	8.36	15.9	15.06	10.928	2.124	0.195	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"CDS"
"chr5"	72865694	72865702	"IGF2BP1R168C"	"+"	10.08	7.35	13.872	28.885	9	5.35	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"CDS"
"chr5"	72872670	72872678	"IGF2BP1R168C"	"+"	1.515	16.876	16.548	8.305	5.815	3.795	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"CDS"
"chr5"	72889922	72889930	"IGF2BP1R168C,IGF2BP1R168H"	"+"	9.5	4.53	5.952	15.165	4.846666667	10.02	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"CDS"
"chr5"	72908974	72908982	"IGF2BP1R168C"	"+"	3.9	3.713333333	8.604	5.464	4.68	1.46	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"3UTR"
"chr5"	72909035	72909044	"IGF2BP1R168C,IGF2BP1R168H"	"+"	2.056	0.09	8.336666667	11.128	3.9825	24.032	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"3UTR"
"chr5"	72914140	72914148	"IGF2BP1wt"	"+"	7.26	6.98	6.87	2.085	2.513333333	0	"ENSG00000083312.18"	"TNPO1"	"protein_coding"	"3UTR"
"chr5"	73499149	73499160	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	112.2927227	98.35636455	115.1711133	131.7809082	75.797	64.12817909	"ENSG00000145741.16"	"BTF3"	"protein_coding"	"CDS"
"chr5"	73502542	73502550	"IGF2BP1wt"	"+"	39.53	49.49142857	3.8025	32.7425	24.85714286	6.938571429	"ENSG00000145741.16"	"BTF3"	"protein_coding"	"CDS"
"chr5"	73502974	73502986	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	53.018001	31.9875	22.26	47.45428571	26.875	29.1875	"ENSG00000145741.16"	"BTF3"	"protein_coding"	"CDS"
"chr5"	73505256	73505264	"IGF2BP1R168C"	"+"	48.39428286	37.1125	33.23428571	37.98125125	23.5	15.6225	"ENSG00000145741.16"	"BTF3"	"protein_coding"	"3UTR"
"chr5"	73505272	73505282	"IGF2BP1R168H,IGF2BP1wt"	"+"	62.10499625	53.074	25.0375	46.73666667	35.572	46.53	"ENSG00000145741.16"	"BTF3"	"protein_coding"	"3UTR"
"chr5"	73505394	73505404	"IGF2BP1R168C,IGF2BP1wt"	"+"	24.96	42.1275	9.53	46.62857143	3.9	6.658	"ENSG00000145741.16"	"BTF3"	"protein_coding"	"3UTR"
"chr5"	73572538	73572546	"IGF2BP1wt"	"+"	5.196666667	7.86	9.125	5.476666667	2.744	0.71	"ENSG00000164338.10"	"UTP15"	"protein_coding"	"CDS"
"chr5"	73580152	73580160	"IGF2BP1R168H"	"+"	1.1	5.804	0.24	4.81	7.013333333	8.236666667	"ENSG00000164338.10"	"UTP15"	"protein_coding"	"3UTR"
"chr5"	74627546	74627554	"IGF2BP1wt"	"-"	15.69666667	19.08285714	16.416	6.01	7.484	12.61	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"3UTR"
"chr5"	74627789	74627797	"IGF2BP1wt"	"-"	20.14	25.6	15.03	22.904	6.18	7.345	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"3UTR"
"chr5"	74627946	74627955	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	23.12333333	5.875	27.65	5.548	9.45	10.008	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"3UTR"
"chr5"	74628630	74628638	"IGF2BP1R168C,IGF2BP1R168H"	"-"	21.04666667	17.904	19.14	36.83833333	12.596	9.113333333	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"3UTR"
"chr5"	74628897	74628905	"IGF2BP1R168C"	"-"	8.11	4.884	4.365714286	9.822	5.868571429	3.324	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"3UTR"
"chr5"	74629616	74629624	"IGF2BP1wt"	"-"	7.717142857	8.453333333	10.73428571	1.306666667	1.124	2.228571429	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"3UTR"
"chr5"	74634752	74634762	"IGF2BP1R168C,IGF2BP1wt"	"-"	5.57	8.366666667	3.8	14.364	0.09	1.8975	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74634824	74634836	"IGF2BP1R168C,IGF2BP1wt"	"-"	10.924	9.6625	6.2925	14.6	1.462857143	0	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74634950	74634958	"IGF2BP1wt"	"-"	9.6	20.27	2.192	13.51	4.571428571	3.366666667	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74635220	74635228	"IGF2BP1wt"	"-"	16.25	12.75	0.65	6.78	5.956	3.051666667	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74636036	74636044	"IGF2BP1R168C"	"-"	1.636	5.384	4.425	8.861666667	0.688	2.006	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74636137	74636150	"IGF2BP1R168C,IGF2BP1wt"	"-"	20.768	10.54666667	8.608571429	16.1125	0	1.43	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74636408	74636416	"IGF2BP1wt"	"-"	6.873333333	3.64	3.46	10.02285714	0.06	0.365	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"CDS"
"chr5"	74637842	74637850	"IGF2BP1wt"	"-"	7.186666667	8.545	13.84	8.5325	4.272	3.81	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"5UTR"
"chr5"	74638718	74638726	"IGF2BP1wt"	"-"	7.84	8.624	4.08	6.54	2.5	5.35	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"5UTR"
"chr5"	74639106	74639114	"IGF2BP1R168C"	"-"	3.32	2.02	4.62	8.5775	0.4533333333	3.328	"ENSG00000171617.15"	"ENC1"	"protein_coding"	"5UTR"
"chr5"	74715544	74715552	"IGF2BP1R168C"	"+"	8.153333333	1.985	7.99	21.68428571	0.472	1.103333333	"ENSG00000049860.14"	"HEXB"	"protein_coding"	"CDS"
"chr5"	74715574	74715582	"IGF2BP1wt"	"+"	13.4	12.98	2.1	9.075	0	3.99	"ENSG00000049860.14"	"HEXB"	"protein_coding"	"CDS"
"chr5"	74769332	74769340	"IGF2BP1wt"	"+"	10.08	8.166666667	2.55	10.9	2	8.56	"ENSG00000164346.10"	"NSA2"	"protein_coding"	"CDS"
"chr5"	74776700	74776714	"IGF2BP1R168C,IGF2BP1wt"	"+"	10.6	19.644	7.62	24.6075	7.693333333	1.052	"ENSG00000164346.10"	"NSA2"	"protein_coding"	"3UTR"
"chr5"	74779543	74779551	"IGF2BP1wt"	"-"	8.1	9.43	6.36	3.175	4.18	0.925	"ENSG00000198780.12"	"FAM169A"	"protein_coding"	"3UTR"
"chr5"	74781659	74781667	"IGF2BP1wt"	"-"	6.56	12.335	4.75	12.71	4	2.7	"ENSG00000198780.12"	"FAM169A"	"protein_coding"	"CDS"
"chr5"	74781824	74781839	"IGF2BP1R168C,IGF2BP1R168H"	"-"	15.56	22.85555556	21.65333333	17.871	14.11111111	17.15090909	"ENSG00000198780.12"	"FAM169A"	"protein_coding"	"CDS"
"chr5"	74801011	74801019	"IGF2BP1R168H"	"-"	4.443333333	1.256	4.34	1.778	3.616	5.12	"ENSG00000198780.12"	"FAM169A"	"protein_coding"	"CDS"
"chr5"	75342606	75342614	"IGF2BP1R168H,IGF2BP1wt"	"+"	26.53	17.08	15.8	20.33	9.13	19.385	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75343869	75343877	"IGF2BP1R168C"	"+"	1.903333333	2.251428571	7.2	23.23428571	7.822857143	1.12	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75350940	75350949	"IGF2BP1R168C,IGF2BP1wt"	"+"	6.453333333	14.94666667	11.3	28.33666667	1.5	3.49	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75351084	75351093	"IGF2BP1R168H,IGF2BP1wt"	"+"	29.82666667	33.756	27.204	32.51	12.86	16.402	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75351529	75351537	"IGF2BP1wt"	"+"	12.84	4.451428571	5.782857143	2.64625	0.1666666667	0	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75351572	75351580	"IGF2BP1R168C"	"+"	5.568	10.3	15.78	14.368	27.125	10.24	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75360114	75360122	"IGF2BP1wt"	"+"	8.155	11.6175	7.043333333	9.353333333	4.53	8.75	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"CDS"
"chr5"	75360381	75360389	"IGF2BP1wt"	"+"	30.73142857	18.3325	13.405	9.76	2.285714286	3.568571429	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"3UTR"
"chr5"	75360746	75360754	"IGF2BP1R168C"	"+"	6.004	15.776	14.5	25.08	2.8	6.626	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"3UTR"
"chr5"	75360852	75360860	"IGF2BP1R168H"	"+"	11.708	6.388	2.85	7.226666667	9.268	7.573333333	"ENSG00000113161.17"	"HMGCR"	"protein_coding"	"3UTR"
"chr5"	76597587	76597595	"IGF2BP1wt"	"+"	5.645	15.515	0.1628571429	8.038571429	0.74	0	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"CDS"
"chr5"	76600955	76600965	"IGF2BP1R168C,IGF2BP1wt"	"+"	9.246666667	7.37	3.42	16.65714286	0	3.2625	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"CDS"
"chr5"	76674685	76674693	"IGF2BP1wt"	"+"	10.06	20.21	2.28	16.255	1.18	1.46	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"CDS"
"chr5"	76677276	76677284	"IGF2BP1R168H"	"+"	12.88	14.21	19.38	10.9	11.5	8.916666667	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"CDS"
"chr5"	76693394	76693402	"IGF2BP1R168C"	"+"	4.1575	2.79	8.786666667	9.748	0.8	7.021428571	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"CDS"
"chr5"	76695606	76695614	"IGF2BP1R168H"	"+"	0.28	1.4	0	16.10571429	12.53142857	13.24166667	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"CDS"
"chr5"	76707516	76707524	"IGF2BP1wt"	"+"	8.028	9.11	7.28	8.926666667	5.043333333	0.13	"ENSG00000145703.16"	"IQGAP2"	"protein_coding"	"3UTR"
"chr5"	77063135	77063143	"IGF2BP1R168C"	"+"	0	5.17	5.64	6.222	0.93	0	"ENSG00000164252.13"	"AGGF1"	"protein_coding"	"CDS"
"chr5"	77436266	77436274	"IGF2BP1wt"	"-"	10.868	5.645	0.976	5.246	3.84	2.2425	"ENSG00000164253.14"	"WDR41"	"protein_coding"	"CDS"
"chr5"	77463190	77463198	"IGF2BP1wt"	"-"	14.72666667	9.266666667	3.81	21.9775	1.846666667	1.995	"ENSG00000164253.14"	"WDR41"	"protein_coding"	"CDS"
"chr5"	78002886	78002894	"IGF2BP1wt"	"-"	4.826666667	4.56	0.12	0.77	0	0	"ENSG00000132842.14"	"AP3B1"	"protein_coding"	"3UTR"
"chr5"	78039120	78039132	"IGF2BP1R168C,IGF2BP1wt"	"-"	15.47428571	12.55	4.81	7.953333333	0.344	0.26	"ENSG00000132842.14"	"AP3B1"	"protein_coding"	"CDS"
"chr5"	78181569	78181577	"IGF2BP1R168C"	"-"	13.92	18.70333333	15.38	18.89	21.14285714	10.62333333	"ENSG00000132842.14"	"AP3B1"	"protein_coding"	"CDS"
"chr5"	78181580	78181588	"IGF2BP1wt"	"-"	13.08	18.33	18.31666667	17.616	28.25	14.9	"ENSG00000132842.14"	"AP3B1"	"protein_coding"	"CDS"
"chr5"	78488228	78488236	"IGF2BP1wt"	"-"	8.746666667	10.76	6.146666667	7.72	10.66666667	6.513333333	"ENSG00000145685.14"	"LHFPL2"	"protein_coding"	"3UTR"
"chr5"	78778442	78778450	"IGF2BP1R168C"	"-"	4.976666667	7.734285714	18.3375	11.206	0.25	1.39	"ENSG00000113273.17"	"ARSB"	"protein_coding"	"3UTR"
"chr5"	78885677	78885690	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	14.12444444	7.717142857	13.862	20.72333333	7.271111111	8.82125	"ENSG00000113273.17"	"ARSB"	"protein_coding"	"CDS"
"chr5"	78955400	78955408	"IGF2BP1R168C"	"-"	0	22.84571429	3.96	15.226	4.084	3.505	"ENSG00000113273.17"	"ARSB"	"protein_coding"	"CDS"
"chr5"	80138926	80138934	"IGF2BP1R168C"	"-"	16.46	8.85	8.58	9.596666667	9.726666667	0	"ENSG00000164300.17"	"SERINC5"	"protein_coding"	"3UTR"
"chr5"	80142787	80142795	"IGF2BP1wt"	"-"	5.296	14.564	0.18	9.726	9.232	0.9925	"ENSG00000164300.17"	"SERINC5"	"protein_coding"	"3UTR"
"chr5"	80436978	80436989	"IGF2BP1R168C,IGF2BP1R168H"	"+"	7.84	10.78	11.016	27.56142857	9.333333333	10.058	"ENSG00000039319.17"	"ZFYVE16"	"protein_coding"	"CDS"
"chr5"	81068131	81068146	"IGF2BP1R168C,IGF2BP1wt"	"+"	19.88909091	10.885	3.22625	13.77	0.5	2.836	"ENSG00000113319.13"	"RASGRF2"	"protein_coding"	"CDS"
"chr5"	81312792	81312800	"IGF2BP1R168H"	"+"	0	0.44	2.5	2.116666667	5.885	10.895	"ENSG00000131732.12"	"ZCCHC9"	"protein_coding"	"3UTR"
"chr5"	82277791	82277799	"IGF2BP1wt"	"-"	54.14	46.87499875	19.8625	18.80875	45.42857143	30.36	"ENSG00000186468.13"	"RPS23"	"protein_coding"	"CDS"
"chr5"	83056154	83056162	"IGF2BP1R168H"	"-"	4.48	14.21	6.12	14.715	9	13.91	"ENSG00000174695.10"	"TMEM167A"	"protein_coding"	"3UTR"
"chr5"	83056779	83056787	"IGF2BP1R168H"	"-"	8	17.03	5.56	15.255	16	5.056666667	"ENSG00000174695.10"	"TMEM167A"	"protein_coding"	"3UTR"
"chr5"	86618018	86618026	"IGF2BP1wt"	"+"	28.635	15.12	3.39	6.544	0	4.8425	"ENSG00000127184.13"	"COX7C"	"protein_coding"	"5UTR"
"chr5"	86618027	86618035	"IGF2BP1R168C"	"+"	20.77666667	9.042857143	4.39	6.042	0.03	6.835	"ENSG00000127184.13"	"COX7C"	"protein_coding"	"5UTR"
"chr5"	86619422	86619432	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	6.92	20.212	11.76333333	29.89142857	9.266666667	9.964	"ENSG00000127184.13"	"COX7C"	"protein_coding"	"CDS"
"chr5"	86620704	86620713	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	34.70857	18.42888889	26.38285714	20.31714286	21.26857143	18.48285714	"ENSG00000127184.13"	"COX7C"	"protein_coding"	"3UTR"
"chr5"	87408069	87408077	"IGF2BP1R168C,IGF2BP1wt"	"-"	13.02666667	11.412	12.21	20.52	11.69333333	10.945	"ENSG00000134480.16"	"CCNH"	"protein_coding"	"CDS"
"chr5"	93594270	93594278	"IGF2BP1wt"	"+"	11.96666667	7.673333333	4.955	4.803333333	0.25	1.165	"ENSG00000175745.14"	"NR2F1"	"protein_coding"	"3UTR"
"chr5"	95513588	95513596	"IGF2BP1wt"	"-"	5.186666667	12	3.54	12.236	3.86	5.773333333	"ENSG00000198677.12"	"TTC37"	"protein_coding"	"CDS"
"chr5"	95516926	95516934	"IGF2BP1wt"	"-"	11.53333333	10.232	7.085	8.875	0.4533333333	4.08	"ENSG00000198677.12"	"TTC37"	"protein_coding"	"CDS"
"chr5"	95752328	95752336	"IGF2BP1wt"	"+"	12.3	10.312	7.125	1.176666667	4.18	0	"ENSG00000164292.13"	"RHOBTB3"	"protein_coding"	"CDS"
"chr5"	95793719	95793727	"IGF2BP1R168C"	"+"	7.273333333	6.492	7.77	10.32333333	1	6.08	"ENSG00000164292.13"	"RHOBTB3"	"protein_coding"	"3UTR"
"chr5"	95814084	95814096	"IGF2BP1R168H,IGF2BP1wt"	"-"	7.568	17.65142857	12.46	17.47111111	3.53	6.98125	"ENSG00000173221.14"	"GLRX"	"protein_coding"	"3UTR"
"chr5"	95898452	95898460	"IGF2BP1wt"	"-"	4.97	13.79333333	0.675	7.73	0	1.656666667	"ENSG00000118985.16"	"ELL2"	"protein_coding"	"CDS"
"chr5"	95898590	95898598	"IGF2BP1wt"	"-"	9.936666667	19.50571429	6.42	14.032	2.253333333	0	"ENSG00000118985.16"	"ELL2"	"protein_coding"	"CDS"
"chr5"	95898738	95898746	"IGF2BP1wt"	"-"	20.38	20.61333333	18.49714286	19.69833333	7.873333333	0.05	"ENSG00000118985.16"	"ELL2"	"protein_coding"	"CDS"
"chr5"	95900756	95900764	"IGF2BP1wt"	"-"	6.108	6.996666667	1.005	7.62	1.76	11.49666667	"ENSG00000118985.16"	"ELL2"	"protein_coding"	"CDS"
"chr5"	95906687	95906695	"IGF2BP1wt"	"-"	22.37333333	13.88	6.444	18.416	11.25	6.626	"ENSG00000118985.16"	"ELL2"	"protein_coding"	"CDS"
"chr5"	95943012	95943020	"IGF2BP1R168C"	"-"	10	6.29	9.056	15.62	1	1.256666667	"ENSG00000118985.16"	"ELL2"	"protein_coding"	"CDS"
"chr5"	96772749	96772758	"IGF2BP1R168C,IGF2BP1R168H"	"+"	5.768571429	4.364	6.6	12.12333333	5.423333333	11.574	"ENSG00000153113.24"	"CAST"	"protein_coding"	"3UTR"
"chr5"	97028996	97029004	"IGF2BP1R168C"	"+"	7.215	3.94	5.985	6.282	15.56	2.813333333	"ENSG00000113441.16"	"LNPEP"	"protein_coding"	"3UTR"
"chr5"	97029012	97029020	"IGF2BP1wt"	"+"	10.885	5.95	4.75	6.9675	20.12	3.92	"ENSG00000113441.16"	"LNPEP"	"protein_coding"	"3UTR"
"chr5"	98863433	98863441	"IGF2BP1R168C"	"-"	7.28	11.76	10.71	11.80833333	11.66666667	7.49	"ENSG00000153922.11"	"CHD1"	"protein_coding"	"CDS"
"chr5"	98873594	98873602	"IGF2BP1wt"	"-"	4.545	3.652	7.94	4.465	4.513333333	2.546666667	"ENSG00000153922.11"	"CHD1"	"protein_coding"	"CDS"
"chr5"	98900948	98900956	"IGF2BP1R168H"	"-"	4.76	1.388	7.488	3.675	8.272	6.38	"ENSG00000153922.11"	"CHD1"	"protein_coding"	"CDS"
"chr5"	102236820	102236828	"IGF2BP1R168C"	"-"	3.34	5.02	5.952	10.26	1.513333333	2.2625	"ENSG00000173930.9"	"SLCO4C1"	"protein_coding"	"3UTR"
"chr5"	109335294	109335302	"IGF2BP1R168C"	"-"	5.02	8.45	12.48	9.388	3.18	2.53	"ENSG00000198961.10"	"PJA2"	"protein_coding"	"3UTR"
"chr5"	109335684	109335692	"IGF2BP1R168H,IGF2BP1wt"	"-"	6.275	10.14	9.672	0.225	6.016	7.4425	"ENSG00000198961.10"	"PJA2"	"protein_coding"	"3UTR"
"chr5"	109335968	109335976	"IGF2BP1wt"	"-"	8.96	8.82	3.4	4.905	4	2.496666667	"ENSG00000198961.10"	"PJA2"	"protein_coding"	"3UTR"
"chr5"	109336639	109336647	"IGF2BP1R168H,IGF2BP1wt"	"-"	3.79	9.53	6.855	2.266666667	6.966666667	5.465	"ENSG00000198961.10"	"PJA2"	"protein_coding"	"3UTR"
"chr5"	109378642	109378659	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	16.22	12.468	17.24	19.11625	21.75142857	10.37666667	"ENSG00000198961.10"	"PJA2"	"protein_coding"	"CDS"
"chr5"	109788995	109789003	"IGF2BP1R168H"	"+"	6.956666667	15.215	10.23	7.094	10.196	8.1	"ENSG00000112893.10"	"MAN2A1"	"protein_coding"	"CDS"
"chr5"	109789016	109789024	"IGF2BP1wt"	"+"	17.6	21.8	8.13	17.468	9.16	6.665	"ENSG00000112893.10"	"MAN2A1"	"protein_coding"	"CDS"
"chr5"	109867006	109867014	"IGF2BP1R168C"	"+"	7.95	7.35	10.932	11.1475	3.06	0.07	"ENSG00000112893.10"	"MAN2A1"	"protein_coding"	"3UTR"
